Institution,Fiscal Year,Study Level,Program Name,HEADCOUNT
Toronto,2019-2020,Graduate,Rehabilitation Science,84
Toronto,2019-2020,Graduate,Religion,89
Toronto,2019-2020,Graduate,Religion - PhD,*
Toronto,2019-2020,Graduate,School and Clinical Child Psychology,60
Toronto,2019-2020,Graduate,Slavic Languages & Literature,16
Toronto,2019-2020,Graduate,Slavic Languages and Literatures,*
Toronto,2019-2020,Graduate,Social Work,486
Toronto,2019-2020,Graduate,Sociology,113
Toronto,2019-2020,Graduate,Spanish Language,36
Toronto,2019-2020,Graduate,Speech & Language Pathology,134
Toronto,2019-2020,Graduate,Statistics,60
Toronto,2019-2020,Graduate,Sustainability Management,72
Toronto,2019-2020,Graduate,Theology,194
Toronto,2019-2020,Graduate,Translational Research in the Health Sciences,56
Toronto,2019-2020,Graduate,Urban Design (Architecture),15
Toronto,2019-2020,Graduate,Visual Studies,14
Toronto,2019-2020,Graduate,Women & Gender Studies,37
Toronto,2020-2021,Undergraduate,ARTS,19600
Toronto,2020-2021,Undergraduate,Bachelor of Information,41
Toronto,2020-2021,Undergraduate,Bachelor of Science Physician Assistant,61
Toronto,2020-2021,Undergraduate,COMMERCE,7182
Toronto,2020-2021,Undergraduate,Certificate in Theological Studies,*
Toronto,2020-2021,Undergraduate,Chemical Engineering,452
Toronto,2020-2021,Undergraduate,Civil Engineering,420
Toronto,2020-2021,Undergraduate,Computer Engineering,773
Toronto,2020-2021,Undergraduate,Dentistry - DDS,430
Toronto,2020-2021,Undergraduate,Divinity,133
Toronto,2020-2021,Undergraduate,Doctor of Medicine (MD),1050
Toronto,2020-2021,Undergraduate,Doctor of Pharmacy and Master of Business Admin,0
Toronto,2020-2021,Undergraduate,Electrical Engineering,397
Toronto,2020-2021,Undergraduate,Engineering,265
Toronto,2020-2021,Undergraduate,Engineering Science,587
Toronto,2020-2021,Undergraduate,Engineering Science (Aerospace),28
Toronto,2020-2021,Undergraduate,Engineering Science (Bio Med Sys),28
Toronto,2020-2021,Undergraduate,Engineering Science (Elec & Comp),38
Toronto,2020-2021,Undergraduate,Engineering Science (Energy Sys),13
Toronto,2020-2021,Undergraduate,Engineering Science (Infrastruct),*
Toronto,2020-2021,Undergraduate,Engineering Science (Machine Intelligence),114
Toronto,2020-2021,Undergraduate,"Engineering Science (Math,Sta,Fin)",34
Toronto,2020-2021,Undergraduate,Engineering Science (Physics),19
Toronto,2020-2021,Undergraduate,Engineering Science(Robotics),90
Toronto,2020-2021,Undergraduate,Human Resource Management,*
Toronto,2020-2021,Undergraduate,Industrial Engineering,426
Toronto,2020-2021,Undergraduate,Kinesiology,983
Toronto,2020-2021,Undergraduate,Law - JD,556
Toronto,2020-2021,Undergraduate,Law - joint JD & graduate degree,22
Toronto,2020-2021,Undergraduate,Master Pastoral Studies - Spiritual Care (Emmanuel),39
Toronto,2020-2021,Undergraduate,"Master Theological Stds - Theology, Arts & Spirituality EM",*
Toronto,2020-2021,Undergraduate,Master Theological Studies - Urban Community Development (Wycliffe),*
Toronto,2020-2021,Undergraduate,Materials Engineering,189
Toronto,2020-2021,Undergraduate,Mechanical Engineering,708
Toronto,2020-2021,Undergraduate,Medical Radiation Sciences,277
Toronto,2020-2021,Undergraduate,Mineral Engineering,60
Toronto,2020-2021,Undergraduate,Ministry,*
Toronto,2020-2021,Undergraduate,Music,152
Toronto,2020-2021,Undergraduate,Music Performance,274
Toronto,2020-2021,Undergraduate,Music Teacger Education,100
Toronto,2020-2021,Undergraduate,Non-Program,3241
Toronto,2020-2021,Undergraduate,Nursing,344
Toronto,2020-2021,Undergraduate,Operatic Performance,*
Toronto,2020-2021,Undergraduate,Pastoral Studies,20
Toronto,2020-2021,Undergraduate,Pharmacy,957
Toronto,2020-2021,Undergraduate,Physical & Health Education,*
Toronto,2020-2021,Undergraduate,Religious Education,*
Toronto,2020-2021,Undergraduate,SCIENCE,27840
Toronto,2020-2021,Undergraduate,Sacred Music,*
Toronto,2020-2021,Undergraduate,Theological Studies,36
Toronto,2020-2021,Graduate,Accounting and Finance,36
Toronto,2020-2021,Graduate,Aerospace Science & Engineering,251
Toronto,2020-2021,Graduate,Aerospace Science and Engineering,*
Toronto,2020-2021,Graduate,Anthropology,177
Toronto,2020-2021,Graduate,Applied Computing,120
Toronto,2020-2021,Graduate,Architecture,302
Toronto,2020-2021,Graduate,Art History,59
Toronto,2020-2021,Graduate,Astronomy & Astrophysics,62
Toronto,2020-2021,Graduate,Biochemistry,154
Toronto,2020-2021,Graduate,Biomedical Communications,32
Toronto,2020-2021,Graduate,Biomedical Engineering,349
Toronto,2020-2021,Graduate,Biotechnology,100
Toronto,2020-2021,Graduate,Business Administration,941
Toronto,2020-2021,Graduate,Business Administration (Executive),217
Toronto,2020-2021,Graduate,Cell & Systems Biology,222
Toronto,2020-2021,Graduate,Chemical Engineering & Applied Chemistry,226
Toronto,2020-2021,Graduate,Chemistry,296
Toronto,2020-2021,Graduate,Cinema Studies,56
Toronto,2020-2021,Graduate,Civil Engineering,358
Toronto,2020-2021,Graduate,Classics,42
Toronto,2020-2021,Graduate,Comparative Literature,41
Toronto,2020-2021,Graduate,Computer Science,354
Toronto,2020-2021,Graduate,Counselling and Clinical Psychology,34
Toronto,2020-2021,Graduate,Criminology and Sociolegal Studies,49
Toronto,2020-2021,Graduate,Dentistry,33
Toronto,2020-2021,Graduate,Dentistry - Dental Anaesthesia,*
Toronto,2020-2021,Graduate,Dentistry - Dental Public Health,*
Toronto,2020-2021,Graduate,Dentistry - Endodontics,*
Toronto,2020-2021,Graduate,Dentistry - Oral Maxillofacial Surgery,11
Toronto,2020-2021,Graduate,Dentistry - Oral Pathology and Medicine,*
Toronto,2020-2021,Graduate,Dentistry - Oral Radiology,*
Toronto,2020-2021,Graduate,Dentistry - Orthodontics,11
Toronto,2020-2021,Graduate,Dentistry - Paediatric,12
Toronto,2020-2021,Graduate,Dentistry - Periodontology,11
Toronto,2020-2021,Graduate,Dentistry - Prosthodontics,*
Toronto,2020-2021,Graduate,Drama,47
Toronto,2020-2021,Graduate,East Asian Studies,48
Toronto,2020-2021,Graduate,Ecology & Evolutionary Biology,148
Toronto,2020-2021,Graduate,Economics,155
Toronto,2020-2021,Graduate,Economics - Financial Economics,54
Toronto,2020-2021,Graduate,Education - Adult Education & Community Development,34
Toronto,2020-2021,Graduate,Education - Adult Education & Counselling Psychology,124
Toronto,2020-2021,Graduate,Education - Child Study and Education,144
Toronto,2020-2021,Graduate,Education - Counselling Psychology,116
Toronto,2020-2021,Graduate,Education - Counselling and Clinical Psychology,49
Toronto,2020-2021,Graduate,"Education - Curriculum, Teaching & Learning",1214
Toronto,2020-2021,Graduate,Education - Developmental Psychology & Education,291
Toronto,2020-2021,Graduate,Education - Educational Leadership and Policy,222
Toronto,2020-2021,Graduate,Education - Higher Education,167
Toronto,2020-2021,Graduate,Education - Social Justice Education,270
Toronto,2020-2021,Graduate,Electrical & Computer Engineering,597
Toronto,2020-2021,Graduate,English,166
Toronto,2020-2021,Graduate,Environmental Science,148
Toronto,2020-2021,Graduate,European and Russian Affairs,49
Toronto,2020-2021,Graduate,Exercise Science,99
Toronto,2020-2021,Graduate,Financial Insurance,26
Toronto,2020-2021,Graduate,Financial Risk Management,61
Toronto,2020-2021,Graduate,Forest Conservation,58
Toronto,2020-2021,Graduate,Forestry,48
Toronto,2020-2021,Graduate,French,40
Toronto,2020-2021,Graduate,Genetic Counselling,12
Toronto,2020-2021,Graduate,Geography,143
Toronto,2020-2021,Graduate,Geology,62
Toronto,2020-2021,Graduate,Germanic Languages and Literatures,*
Toronto,2020-2021,Graduate,"Germanic Literature, Culture and Theory",18
Toronto,2020-2021,Graduate,Global Professional Master of Laws,120
Toronto,2020-2021,Graduate,Health Administration,407
Toronto,2020-2021,Graduate,Health informatics,127
Toronto,2020-2021,Graduate,History,149
Toronto,2020-2021,Graduate,History & Philosophy of Science & Technology,43
Toronto,2020-2021,Graduate,Immunology,110
Toronto,2020-2021,Graduate,Industrial Relations,11
Toronto,2020-2021,Graduate,Industrial Relations & Human Resources,79
Toronto,2020-2021,Graduate,Information,65
Toronto,2020-2021,Graduate,Information Studies,684
Toronto,2020-2021,Graduate,Italian Studies,18
Toronto,2020-2021,Graduate,Kinesiology,0
Toronto,2020-2021,Graduate,Laboratory Medicine,10
Toronto,2020-2021,Graduate,Laboratory Medicine & Pathobiology,203
Toronto,2020-2021,Graduate,Landscape Architecture,74
Toronto,2020-2021,Graduate,Law - LLM,31
Toronto,2020-2021,Graduate,Law - SJD,40
Toronto,2020-2021,Graduate,Linguistics,55
Toronto,2020-2021,Graduate,Management,75
Toronto,2020-2021,Graduate,Management & Finance,86
Toronto,2020-2021,Graduate,Management & Professional Accounting,182
Toronto,2020-2021,Graduate,Management Analytics,55
Toronto,2020-2021,Graduate,Management of Innovation,35
Toronto,2020-2021,Graduate,Master of Arts in Theological Studies (Emmanuel),*
Toronto,2020-2021,Graduate,Master of Arts in Theological Studies (Knox),0
Toronto,2020-2021,Graduate,Master of Arts in Theological Studies (Regis),*
Toronto,2020-2021,Graduate,Master of Arts in Theological Studies (Trinity),*
Toronto,2020-2021,Graduate,Master of Arts in Theological Studies (USMC),*
Toronto,2020-2021,Graduate,Master of Arts in Theological Studies (Wycliffe),*
Toronto,2020-2021,Graduate,Master of Global Affairs,161
Toronto,2020-2021,Graduate,Master of Public Health,262
Toronto,2020-2021,Graduate,Materials Science & Engineering,100
Toronto,2020-2021,Graduate,Materials Science and Engineering - PhD,*
Toronto,2020-2021,Graduate,Mathematical Finance,27
Toronto,2020-2021,Graduate,Mathematics,180
Toronto,2020-2021,Graduate,Mechanical & Industrial Engineering,634
Toronto,2020-2021,Graduate,Medical Biophysics,251
Toronto,2020-2021,Graduate,Medical Genomics,40
Toronto,2020-2021,Graduate,Medical Physiology,15
Toronto,2020-2021,Graduate,Medical Science,474
Toronto,2020-2021,Graduate,Medieval Studies,71
Toronto,2020-2021,Graduate,Ministry,26
Toronto,2020-2021,Graduate,Molecular Genetics,370
Toronto,2020-2021,Graduate,Museum Studies,85
Toronto,2020-2021,Graduate,Music,83
Toronto,2020-2021,Graduate,Music Performance,252
Toronto,2020-2021,Graduate,Near & Middle Eastern Civilizations,86
Toronto,2020-2021,Graduate,Non-Program,16
Toronto,2020-2021,Graduate,Nurse Practitioner,179
Toronto,2020-2021,Graduate,Nursing,142
Toronto,2020-2021,Graduate,Nursing Science,44
Toronto,2020-2021,Graduate,Nutritional Studies,71
Toronto,2020-2021,Graduate,Occupational Therapy,267
Toronto,2020-2021,Graduate,Pharmaceutical Sciences,114
Toronto,2020-2021,Graduate,Pharmacology,153
Toronto,2020-2021,Graduate,Pharmacy,*
Toronto,2020-2021,Graduate,Philosophy,75
Toronto,2020-2021,Graduate,Physical Therapy,224
Toronto,2020-2021,Graduate,Physics,219
Toronto,2020-2021,Graduate,Physiology,175
Toronto,2020-2021,Graduate,Planning,86
Toronto,2020-2021,Graduate,Political Science,191
Toronto,2020-2021,Graduate,Professional Accounting,0
Toronto,2020-2021,Graduate,Professional Kinesiology,31
Toronto,2020-2021,Graduate,Psychology,190
Toronto,2020-2021,Graduate,Public Health Sciences,200
Toronto,2020-2021,Graduate,Public Policy,165
Toronto,2020-2021,Graduate,Rehabilitation Science,76
Toronto,2020-2021,Graduate,Religion,94
Toronto,2020-2021,Graduate,Religion - PhD,*
Toronto,2020-2021,Graduate,School and Clinical Child Psychology,58
Toronto,2020-2021,Graduate,Slavic Languages & Literature,11
Toronto,2020-2021,Graduate,Slavic Languages and Literatures,*
Toronto,2020-2021,Graduate,Social Work,505
Toronto,2020-2021,Graduate,Sociology,117
Toronto,2020-2021,Graduate,Spanish Language,31
Toronto,2020-2021,Graduate,Speech & Language Pathology,131
Toronto,2020-2021,Graduate,Statistics,75
Toronto,2020-2021,Graduate,Sustainability Management,67
Toronto,2020-2021,Graduate,Theology,196
Toronto,2020-2021,Graduate,Translational Research in the Health Sciences,61
Toronto,2020-2021,Graduate,Urban Design (Architecture),18
Toronto,2020-2021,Graduate,Urban Innovation,*
Toronto,2020-2021,Graduate,Visual Studies,22
Toronto,2020-2021,Graduate,Women & Gender Studies,33
Toronto,2021-2022,Undergraduate,ARTS,19568
Toronto,2021-2022,Undergraduate,Bachelor of Information,51
Toronto,2021-2022,Undergraduate,Bachelor of Science Physician Assistant,59
Toronto,2021-2022,Undergraduate,COMMERCE,7631
Toronto,2021-2022,Undergraduate,Cert Theol Int.Rel.Engage. EM,*
Toronto,2021-2022,Undergraduate,Certificate in Theological Studies,*
Toronto,2021-2022,Undergraduate,Chemical Engineering,458
Toronto,2021-2022,Undergraduate,Civil Engineering,391
Toronto,2021-2022,Undergraduate,Computer Engineering,771
Toronto,2021-2022,Undergraduate,Dentistry - DDS,430
Toronto,2021-2022,Undergraduate,Divinity,103
Toronto,2021-2022,Undergraduate,Doctor of Medicine (MD),1050
Toronto,2021-2022,Undergraduate,Doctor of Pharmacy and Master of Business Admin,*
Toronto,2021-2022,Undergraduate,Electrical Engineering,448
Toronto,2021-2022,Undergraduate,Engineering,230
Toronto,2021-2022,Undergraduate,Engineering Science,587
Toronto,2021-2022,Undergraduate,Engineering Science (Aerospace),50
Toronto,2021-2022,Undergraduate,Engineering Science (Bio Med Sys),44
Toronto,2021-2022,Undergraduate,Engineering Science (Elec & Comp),36
Toronto,2021-2022,Undergraduate,Engineering Science (Energy Sys),17
Toronto,2021-2022,Undergraduate,Engineering Science (Infrastruct),*
Toronto,2021-2022,Undergraduate,Engineering Science (Machine Intelligence),116
Toronto,2021-2022,Undergraduate,"Engineering Science (Math,Sta,Fin)",40
Toronto,2021-2022,Undergraduate,Engineering Science (Physics),23
Toronto,2021-2022,Undergraduate,Engineering Science(Robotics),73
Toronto,2021-2022,Undergraduate,Human Resource Management,*
Toronto,2021-2022,Undergraduate,Industrial Engineering,421
Toronto,2021-2022,Undergraduate,Kinesiology,988
Toronto,2021-2022,Undergraduate,Law - JD,566
Toronto,2021-2022,Undergraduate,Law - joint JD & graduate degree,23
Toronto,2021-2022,Undergraduate,Master Pastoral Studies - Spiritual Care (Emmanuel),31
Toronto,2021-2022,Undergraduate,"Master Theological Stds - Theology, Arts & Spirituality EM",*
Toronto,2021-2022,Undergraduate,Master Theological Studies - Urban Community Development (Wycliffe),*
Toronto,2021-2022,Undergraduate,Materials Engineering,212
Toronto,2021-2022,Undergraduate,Mechanical Engineering,672
Toronto,2021-2022,Undergraduate,Medical Radiation Sciences,282
Toronto,2021-2022,Undergraduate,Mineral Engineering,60
Toronto,2021-2022,Undergraduate,Ministry,*
Toronto,2021-2022,Undergraduate,Music,139
Toronto,2021-2022,Undergraduate,Music Performance,286
Toronto,2021-2022,Undergraduate,Music Teacger Education,101
Toronto,2021-2022,Undergraduate,Non-Program,3297
Toronto,2021-2022,Undergraduate,Nursing,353
Toronto,2021-2022,Undergraduate,Operatic Performance,*
Toronto,2021-2022,Undergraduate,Pastoral Studies,11
Toronto,2021-2022,Undergraduate,Pharmacy,937
Toronto,2021-2022,Undergraduate,Religious Education,0
Toronto,2021-2022,Undergraduate,SCIENCE,28332
Toronto,2021-2022,Undergraduate,Theological Studies,15
Toronto,2021-2022,Graduate,Accounting and Finance,39
Toronto,2021-2022,Graduate,Aerospace Science & Engineering,273
Toronto,2021-2022,Graduate,Aerospace Science and Engineering,*
Toronto,2021-2022,Graduate,Anthropology,167
Toronto,2021-2022,Graduate,Applied Computing,143
Toronto,2021-2022,Graduate,Architecture,279
Toronto,2021-2022,Graduate,Art History,55
Toronto,2021-2022,Graduate,Astronomy & Astrophysics,57
Toronto,2021-2022,Graduate,Biochemistry,158
Toronto,2021-2022,Graduate,Biomedical Communications,32
Toronto,2021-2022,Graduate,Biomedical Engineering,358
Toronto,2021-2022,Graduate,Biotechnology,102
Toronto,2021-2022,Graduate,Business Administration,925
Toronto,2021-2022,Graduate,Business Administration (Executive),296
Toronto,2021-2022,Graduate,Cell & Systems Biology,233
Toronto,2021-2022,Graduate,Chemical Engineering & Applied Chemistry,236
Toronto,2021-2022,Graduate,Chemistry,280
Toronto,2021-2022,Graduate,Cinema Studies,55
Toronto,2021-2022,Graduate,Civil Engineering,385
Toronto,2021-2022,Graduate,Classics,35
Toronto,2021-2022,Graduate,Comparative Literature,40
Toronto,2021-2022,Graduate,Computer Science,387
Toronto,2021-2022,Graduate,Counselling and Clinical Psychology,37
Toronto,2021-2022,Graduate,Criminology and Sociolegal Studies,44
Toronto,2021-2022,Graduate,Dentistry,40
Toronto,2021-2022,Graduate,Dentistry - Dental Anaesthesia,*
Toronto,2021-2022,Graduate,Dentistry - Dental Public Health,*
Toronto,2021-2022,Graduate,Dentistry - Endodontics,10
Toronto,2021-2022,Graduate,Dentistry - Oral Maxillofacial Surgery,10
Toronto,2021-2022,Graduate,Dentistry - Oral Pathology and Medicine,*
Toronto,2021-2022,Graduate,Dentistry - Oral Radiology,*
Toronto,2021-2022,Graduate,Dentistry - Orthodontics,11
Toronto,2021-2022,Graduate,Dentistry - Paediatric,13
Toronto,2021-2022,Graduate,Dentistry - Periodontology,12
Toronto,2021-2022,Graduate,Dentistry - Prosthodontics,*
Toronto,2021-2022,Graduate,Drama,47
Toronto,2021-2022,Graduate,East Asian Studies,52
Toronto,2021-2022,Graduate,Ecology & Evolutionary Biology,152
Toronto,2021-2022,Graduate,Economics,176
Toronto,2021-2022,Graduate,Economics - Financial Economics,25
Toronto,2021-2022,Graduate,Economics - Financial Economics (Summer Start),29
Toronto,2021-2022,Graduate,Education - Adult Education & Community Development,36
Toronto,2021-2022,Graduate,Education - Adult Education & Counselling Psychology,148
Toronto,2021-2022,Graduate,Education - Child Study and Education,139
Toronto,2021-2022,Graduate,Education - Counselling Psychology,128
Toronto,2021-2022,Graduate,Education - Counselling and Clinical Psychology,45
Toronto,2021-2022,Graduate,"Education - Curriculum, Teaching & Learning",1278
Toronto,2021-2022,Graduate,Education - Developmental Psychology & Education,308
Toronto,2021-2022,Graduate,Education - Educational Leadership and Policy,267
Toronto,2021-2022,Graduate,Education - Higher Education,172
Toronto,2021-2022,Graduate,Education - History & Philosophy of Education,0
Toronto,2021-2022,Graduate,Education - Social Justice Education,297
Toronto,2021-2022,Graduate,Electrical & Computer Engineering,646
Toronto,2021-2022,Graduate,English,164
Toronto,2021-2022,Graduate,Environmental Science,144
Toronto,2021-2022,Graduate,European and Russian Affairs,51
Toronto,2021-2022,Graduate,Exercise Science,68
Toronto,2021-2022,Graduate,Financial Insurance,31
Toronto,2021-2022,Graduate,Financial Risk Management,63
Toronto,2021-2022,Graduate,Forest Conservation,48
Toronto,2021-2022,Graduate,Forestry,44
Toronto,2021-2022,Graduate,French,35
Toronto,2021-2022,Graduate,Genetic Counselling,12
Toronto,2021-2022,Graduate,Geography,149
Toronto,2021-2022,Graduate,Geology,58
Toronto,2021-2022,Graduate,Germanic Languages and Literatures,*
Toronto,2021-2022,Graduate,"Germanic Literature, Culture and Theory",19
Toronto,2021-2022,Graduate,Global Professional Master of Laws,103
Toronto,2021-2022,Graduate,Health Administration,423
Toronto,2021-2022,Graduate,Health informatics,127
Toronto,2021-2022,Graduate,History,138
Toronto,2021-2022,Graduate,History & Philosophy of Science & Technology,40
Toronto,2021-2022,Graduate,Immunology,124
Toronto,2021-2022,Graduate,Industrial Relations,12
Toronto,2021-2022,Graduate,Industrial Relations & Human Resources,77
Toronto,2021-2022,Graduate,Information,65
Toronto,2021-2022,Graduate,Information Studies,631
Toronto,2021-2022,Graduate,Italian Studies,17
Toronto,2021-2022,Graduate,Kinesiology,43
Toronto,2021-2022,Graduate,Laboratory Medicine,20
Toronto,2021-2022,Graduate,Laboratory Medicine & Pathobiology,205
Toronto,2021-2022,Graduate,Landscape Architecture,66
Toronto,2021-2022,Graduate,Law - LLM,30
Toronto,2021-2022,Graduate,Law - SJD,31
Toronto,2021-2022,Graduate,Linguistics,51
Toronto,2021-2022,Graduate,Management,84
Toronto,2021-2022,Graduate,Management & Finance,90
Toronto,2021-2022,Graduate,Management & Professional Accounting,180
Toronto,2021-2022,Graduate,Management Analytics,67
Toronto,2021-2022,Graduate,Management of Innovation,29
Toronto,2021-2022,Graduate,Master of Arts in Theological Studies (Emmanuel),*
Toronto,2021-2022,Graduate,Master of Arts in Theological Studies (Knox),*
Toronto,2021-2022,Graduate,Master of Arts in Theological Studies (Regis),*
Toronto,2021-2022,Graduate,Master of Arts in Theological Studies (Trinity),0
Toronto,2021-2022,Graduate,Master of Arts in Theological Studies (USMC),*
Toronto,2021-2022,Graduate,Master of Arts in Theological Studies (Wycliffe),*
Toronto,2021-2022,Graduate,Master of Global Affairs,156
Toronto,2021-2022,Graduate,Master of Public Health,262
Toronto,2021-2022,Graduate,Materials Science & Engineering,115
Toronto,2021-2022,Graduate,Materials Science and Engineering - PhD,*
Toronto,2021-2022,Graduate,Mathematical Finance,28
Toronto,2021-2022,Graduate,Mathematics,188
Toronto,2021-2022,Graduate,Mechanical & Industrial Engineering,791
Toronto,2021-2022,Graduate,Medical Biophysics,283
Toronto,2021-2022,Graduate,Medical Genomics,39
Toronto,2021-2022,Graduate,Medical Physiology,18
Toronto,2021-2022,Graduate,Medical Science,507
Toronto,2021-2022,Graduate,Medieval Studies,54
Toronto,2021-2022,Graduate,Ministry,31
Toronto,2021-2022,Graduate,Molecular Genetics,407
Toronto,2021-2022,Graduate,Museum Studies,82
Toronto,2021-2022,Graduate,Music,88
Toronto,2021-2022,Graduate,Music Performance,240
Toronto,2021-2022,Graduate,Near & Middle Eastern Civilizations,79
Toronto,2021-2022,Graduate,Non-Program,66
Toronto,2021-2022,Graduate,Nurse Practitioner,177
Toronto,2021-2022,Graduate,Nursing,132
Toronto,2021-2022,Graduate,Nursing Science,45
Toronto,2021-2022,Graduate,Nutritional Studies,74
Toronto,2021-2022,Graduate,Occupational Therapy,268
Toronto,2021-2022,Graduate,Pharmaceutical Sciences,117
Toronto,2021-2022,Graduate,Pharmacology,167
Toronto,2021-2022,Graduate,Pharmacy,*
Toronto,2021-2022,Graduate,Philosophy,85
Toronto,2021-2022,Graduate,Physical Therapy,217
Toronto,2021-2022,Graduate,Physics,218
Toronto,2021-2022,Graduate,Physiology,169
Toronto,2021-2022,Graduate,Planning,93
Toronto,2021-2022,Graduate,Political Science,205
Toronto,2021-2022,Graduate,Professional Accounting,0
Toronto,2021-2022,Graduate,Professional Kinesiology,34
Toronto,2021-2022,Graduate,Psychology,200
Toronto,2021-2022,Graduate,Public Health,11
Toronto,2021-2022,Graduate,Public Health Sciences,211
Toronto,2021-2022,Graduate,Public Health Sciences - Sociology & Behaviour,*
Toronto,2021-2022,Graduate,Public Policy,168
Toronto,2021-2022,Graduate,Rehabilitation Science,87
Toronto,2021-2022,Graduate,Religion,91
Toronto,2021-2022,Graduate,Religion - PhD,*
Toronto,2021-2022,Graduate,School and Clinical Child Psychology,56
Toronto,2021-2022,Graduate,Slavic Languages & Literature,15
Toronto,2021-2022,Graduate,Slavic Languages and Literatures,0
Toronto,2021-2022,Graduate,Social Work,524
Toronto,2021-2022,Graduate,Sociology,122
Toronto,2021-2022,Graduate,Spanish Language,35
Toronto,2021-2022,Graduate,Speech & Language Pathology,120
Toronto,2021-2022,Graduate,Statistics,82
Toronto,2021-2022,Graduate,Sustainability Management,70
Toronto,2021-2022,Graduate,Theology,186
Toronto,2021-2022,Graduate,Translational Research in the Health Sciences,70
Toronto,2021-2022,Graduate,Urban Design (Architecture),20
Toronto,2021-2022,Graduate,Urban Innovation,17
Toronto,2021-2022,Graduate,Visual Studies,18
Toronto,2021-2022,Graduate,Women & Gender Studies,37
Toronto,2022-2023,Undergraduate,ARTS,20302
Toronto,2022-2023,Undergraduate,Bachelor of Information,55
Toronto,2022-2023,Undergraduate,Bachelor of Science Physician Assistant,58
Toronto,2022-2023,Undergraduate,COMMERCE,7205
Toronto,2022-2023,Undergraduate,Certificate in Theological Studies,*
Toronto,2022-2023,Undergraduate,Chemical Engineering,462
Toronto,2022-2023,Undergraduate,Civil Engineering,378
Toronto,2022-2023,Undergraduate,Computer Engineering,828
Toronto,2022-2023,Undergraduate,Dentistry - DDS,431
Toronto,2022-2023,Undergraduate,Divinity,82
Toronto,2022-2023,Undergraduate,Doctor of Medicine (MD),1054
Toronto,2022-2023,Undergraduate,Doctor of Pharmacy and Master of Business Admin,0
Toronto,2022-2023,Undergraduate,Electrical Engineering,446
Toronto,2022-2023,Undergraduate,Engineering,204
Toronto,2022-2023,Undergraduate,Engineering Science,574
Toronto,2022-2023,Undergraduate,Engineering Science (Aerospace),43
Toronto,2022-2023,Undergraduate,Engineering Science (Bio Med Sys),46
Toronto,2022-2023,Undergraduate,Engineering Science (Elec & Comp),58
Toronto,2022-2023,Undergraduate,Engineering Science (Energy Sys),29
Toronto,2022-2023,Undergraduate,Engineering Science (Machine Intelligence),142
Toronto,2022-2023,Undergraduate,"Engineering Science (Math,Sta,Fin)",39
Toronto,2022-2023,Undergraduate,Engineering Science (Physics),31
Toronto,2022-2023,Undergraduate,Engineering Science(Robotics),101
Toronto,2022-2023,Undergraduate,Human Resource Management,*
Toronto,2022-2023,Undergraduate,Industrial Engineering,412
Toronto,2022-2023,Undergraduate,Kinesiology,1033
Toronto,2022-2023,Undergraduate,Law - JD,583
Toronto,2022-2023,Undergraduate,Law - joint JD & graduate degree,21
Toronto,2022-2023,Undergraduate,Master Pastoral Studies - Spiritual Care (Emmanuel),29
Toronto,2022-2023,Undergraduate,"Master Theological Stds - Theology, Arts & Spirituality EM",*
Toronto,2022-2023,Undergraduate,Master Theological Studies - Urban Community Development (Wycliffe),*
Toronto,2022-2023,Undergraduate,Materials Engineering,204
Toronto,2022-2023,Undergraduate,Mechanical Engineering,701
Toronto,2022-2023,Undergraduate,Medical Radiation Sciences,291
Toronto,2022-2023,Undergraduate,Mineral Engineering,73
Toronto,2022-2023,Undergraduate,Ministry,*
Toronto,2022-2023,Undergraduate,Music,152
Toronto,2022-2023,Undergraduate,Music Performance,292
Toronto,2022-2023,Undergraduate,Music Teacger Education,95
Toronto,2022-2023,Undergraduate,Non-Program,3512
Toronto,2022-2023,Undergraduate,Nursing,375
Toronto,2022-2023,Undergraduate,Operatic Performance,*
Toronto,2022-2023,Undergraduate,Pastoral Studies,*
Toronto,2022-2023,Undergraduate,Pharmacy,931
Toronto,2022-2023,Undergraduate,SCIENCE,28365
Toronto,2022-2023,Undergraduate,Sacred Music,*
Toronto,2022-2023,Undergraduate,Theological Studies,*
Toronto,2022-2023,Graduate,Accounting and Finance,28
Toronto,2022-2023,Graduate,Aerospace Science & Engineering,230
Toronto,2022-2023,Graduate,Aerospace Science and Engineering,*
Toronto,2022-2023,Graduate,Anthropology,164
Toronto,2022-2023,Graduate,Applied Computing,181
Toronto,2022-2023,Graduate,Architecture,277
Toronto,2022-2023,Graduate,Art History,63
Toronto,2022-2023,Graduate,Astronomy & Astrophysics,57
Toronto,2022-2023,Graduate,Biochemistry,155
Toronto,2022-2023,Graduate,Biomedical Communications,37
Toronto,2022-2023,Graduate,Biomedical Engineering,347
Toronto,2022-2023,Graduate,Biotechnology,105
Toronto,2022-2023,Graduate,Business Administration,896
Toronto,2022-2023,Graduate,Business Administration (Executive),277
Toronto,2022-2023,Graduate,Cell & Systems Biology,245
Toronto,2022-2023,Graduate,Chemical Engineering & Applied Chemistry,251
Toronto,2022-2023,Graduate,Chemistry,283
Toronto,2022-2023,Graduate,Cinema Studies,59
Toronto,2022-2023,Graduate,Civil Engineering,329
Toronto,2022-2023,Graduate,Classics,41
Toronto,2022-2023,Graduate,Comparative Literature,36
Toronto,2022-2023,Graduate,Computer Science,380
Toronto,2022-2023,Graduate,Counselling and Clinical Psychology,31
