Institution,Fiscal Year,Study Level,Program Name,HEADCOUNT
Metropolitan,2012-2013,Undergraduate,Aerospace Engineering,*
Metropolitan,2012-2013,Undergraduate,Architectural Science,309
Metropolitan,2012-2013,Undergraduate,Arts Undeclared,*
Metropolitan,2012-2013,Undergraduate,Arts and Contemporary Studies,461
Metropolitan,2012-2013,Undergraduate,BT Knowledge & Data Mgt. CTPT,0
Metropolitan,2012-2013,Undergraduate,Bachelor of Arts,1951
Metropolitan,2012-2013,Undergraduate,Bachelor of Engineering,2342
Metropolitan,2012-2013,Undergraduate,Bachelor of Science,792
Metropolitan,2012-2013,Undergraduate,Biology,*
Metropolitan,2012-2013,Undergraduate,Bus. Mgt. Part-Time,*
Metropolitan,2012-2013,Undergraduate,BusTech Applications Dev. CAAT,*
Metropolitan,2012-2013,Undergraduate,Business Management,4947
Metropolitan,2012-2013,Undergraduate,Business Tech Mgt CAAT,25
Metropolitan,2012-2013,Undergraduate,Business Tech. Mgt. PT,23
Metropolitan,2012-2013,Undergraduate,Business Technology Mgt.,797
Metropolitan,2012-2013,Undergraduate,BusinessTech Mgt CAAT PT,*
Metropolitan,2012-2013,Undergraduate,Chemical Engineering Coop,*
Metropolitan,2012-2013,Undergraduate,Chemistry,*
Metropolitan,2012-2013,Undergraduate,Child and Youth Care,258
Metropolitan,2012-2013,Undergraduate,Civil Engineering,*
Metropolitan,2012-2013,Undergraduate,Coll. Nursing Centennial,388
Metropolitan,2012-2013,Undergraduate,Coll. Nursing George Brown,419
Metropolitan,2012-2013,Undergraduate,Collaborative Nursing Ryerson,554
Metropolitan,2012-2013,Undergraduate,Computer Engineering,*
Metropolitan,2012-2013,Undergraduate,Computer Science,430
Metropolitan,2012-2013,Undergraduate,Contemporary Science,*
Metropolitan,2012-2013,Undergraduate,Criminal Justice,*
Metropolitan,2012-2013,Undergraduate,Disability Studies Part-time,*
Metropolitan,2012-2013,Undergraduate,Early Childhood Ed CTPT,0
Metropolitan,2012-2013,Undergraduate,Early Childhood Education,0
Metropolitan,2012-2013,Undergraduate,Early Childhood Studies,586
Metropolitan,2012-2013,Undergraduate,Early Childhood Studies CTPT,*
Metropolitan,2012-2013,Undergraduate,Electrical Engineering,*
Metropolitan,2012-2013,Undergraduate,Fashion Communication,281
Metropolitan,2012-2013,Undergraduate,Fashion Design,221
Metropolitan,2012-2013,Undergraduate,Geographic Analysis,94
Metropolitan,2012-2013,Undergraduate,Graphic Communications Mgt.,419
Metropolitan,2012-2013,Undergraduate,Health Services Management PT,*
Metropolitan,2012-2013,Undergraduate,Hospitality & Tourism Mgt.,477
Metropolitan,2012-2013,Undergraduate,Image Arts-Film Studies,276
Metropolitan,2012-2013,Undergraduate,Image Arts-New Media,217
Metropolitan,2012-2013,Undergraduate,Image Arts-Photography Studies,220
Metropolitan,2012-2013,Undergraduate,Interior Design,286
Metropolitan,2012-2013,Undergraduate,Intern'l Economics & Finance,187
Metropolitan,2012-2013,Undergraduate,Journalism,524
Metropolitan,2012-2013,Undergraduate,Justice Studies Part-time,*
Metropolitan,2012-2013,Undergraduate,Mechanical Engineering,*
Metropolitan,2012-2013,Undergraduate,Medical Physics,0
Metropolitan,2012-2013,Undergraduate,Midwifery,62
Metropolitan,2012-2013,Undergraduate,Midwifery Part-time,11
Metropolitan,2012-2013,Undergraduate,Nursing Deg Completion PT,78
Metropolitan,2012-2013,Undergraduate,Nursing Degree Completion,109
Metropolitan,2012-2013,Undergraduate,Nutrition and Food,228
Metropolitan,2012-2013,Undergraduate,Occ & Pub Hlth for Grads - OHS,19
Metropolitan,2012-2013,Undergraduate,Occ & Pub Hlth for Grads - PHS,55
Metropolitan,2012-2013,Undergraduate,Occ & Public Health-OHS,106
Metropolitan,2012-2013,Undergraduate,Occ. & Public Health-PHS,187
Metropolitan,2012-2013,Undergraduate,Performance Acting,86
Metropolitan,2012-2013,Undergraduate,Performance Dance,115
Metropolitan,2012-2013,Undergraduate,Performance Production,226
Metropolitan,2012-2013,Undergraduate,Politics and Governance,*
Metropolitan,2012-2013,Undergraduate,Post Baccalaureate Midwifery,*
Metropolitan,2012-2013,Undergraduate,Psychology,*
Metropolitan,2012-2013,Undergraduate,Public Admin and Governance,*
Metropolitan,2012-2013,Undergraduate,Radio and Television,564
Metropolitan,2012-2013,Undergraduate,Retail Management,317
Metropolitan,2012-2013,Undergraduate,Retail Management Part-time,*
Metropolitan,2012-2013,Undergraduate,Social Work,565
Metropolitan,2012-2013,Undergraduate,Social Work Part-time,58
Metropolitan,2012-2013,Undergraduate,Sociology,*
Metropolitan,2012-2013,Undergraduate,Urban & Regional Plan DC,*
Metropolitan,2012-2013,Undergraduate,Urban & Regional Plan PB,31
Metropolitan,2012-2013,Undergraduate,Urban & Regional Planning,328
Metropolitan,2012-2013,Graduate,Envir. App.Sci.& Mgt.,50
Metropolitan,2012-2013,Graduate,MA Communication & Culture,27
Metropolitan,2012-2013,Graduate,MA Early Childhood Studies,23
Metropolitan,2012-2013,Graduate,MA Fashion,32
Metropolitan,2012-2013,Graduate,MA Immigration & Settlement,35
Metropolitan,2012-2013,Graduate,MA Int'l Economics & Finance,25
Metropolitan,2012-2013,Graduate,MA Literatures of Modernity,23
Metropolitan,2012-2013,Graduate,MA Media Production,25
Metropolitan,2012-2013,Graduate,MA Philosophy,29
Metropolitan,2012-2013,Graduate,MA Photo Pres and Coll. Mgt,44
Metropolitan,2012-2013,Graduate,MA Psychology,31
Metropolitan,2012-2013,Graduate,MA Public Policy & Admin,35
Metropolitan,2012-2013,Graduate,MASC Aerospace Engineering,20
Metropolitan,2012-2013,Graduate,MASc Building Science,19
Metropolitan,2012-2013,Graduate,MASc Chemical Engineering,10
Metropolitan,2012-2013,Graduate,MASc Civil Engineering,26
Metropolitan,2012-2013,Graduate,MASc Computer Networks,*
Metropolitan,2012-2013,Graduate,MASc Electrical & Computer Eng,43
Metropolitan,2012-2013,Graduate,MASc Mech and Industrial Engr,33
Metropolitan,2012-2013,Graduate,MBA Business Administration,61
Metropolitan,2012-2013,Graduate,MBA Business Administration PT,56
Metropolitan,2012-2013,Graduate,MBA Mgmt Technol and Innov PT,39
Metropolitan,2012-2013,Graduate,MBA Mgmt of Technol and Innov,22
Metropolitan,2012-2013,Graduate,MBSc Building Science,14
Metropolitan,2012-2013,Graduate,MENG Aerospace Engineering,29
Metropolitan,2012-2013,Graduate,MEng Chemical Engineering,11
Metropolitan,2012-2013,Graduate,MEng Civil Engineering,47
Metropolitan,2012-2013,Graduate,MEng Computer Networks,62
Metropolitan,2012-2013,Graduate,MEng Computer Networks PT,23
Metropolitan,2012-2013,Graduate,MEng Elec. & Computer Eng,56
Metropolitan,2012-2013,Graduate,MEng Mech and Industrial Engr,43
Metropolitan,2012-2013,Graduate,MFA Documentary Media,55
Metropolitan,2012-2013,Graduate,MHSc Nutrition Communication,16
Metropolitan,2012-2013,Graduate,MMSc Mgmt Technol and Innov PT,*
Metropolitan,2012-2013,Graduate,MMSc Mgmt of Technol and Innov,10
Metropolitan,2012-2013,Graduate,MN Nursing Full-Time,52
Metropolitan,2012-2013,Graduate,MN Nursing Part-Time,15
Metropolitan,2012-2013,Graduate,MPC Prof Communication,21
Metropolitan,2012-2013,Graduate,MPL Urban Development,64
Metropolitan,2012-2013,Graduate,MSA Spatial Analysis,20
Metropolitan,2012-2013,Graduate,MSc Applied Mathematics,24
Metropolitan,2012-2013,Graduate,MSc Biomedical Physics,29
Metropolitan,2012-2013,Graduate,MSc Molecular Science,34
Metropolitan,2012-2013,Graduate,Master of Architecture,62
Metropolitan,2012-2013,Graduate,Master of Journalism,53
Metropolitan,2012-2013,Graduate,Master of Science Computer Sci,57
Metropolitan,2012-2013,Graduate,Master of Social Work,40
Metropolitan,2012-2013,Graduate,PhD  Economics,10
Metropolitan,2012-2013,Graduate,PhD - Computer Science,12
Metropolitan,2012-2013,Graduate,PhD Aerospace Engineering,27
Metropolitan,2012-2013,Graduate,PhD Chemical Engineering,17
Metropolitan,2012-2013,Graduate,PhD Civil Engineering,37
Metropolitan,2012-2013,Graduate,PhD Communication & Culture,36
Metropolitan,2012-2013,Graduate,PhD Elec & Computer Eng,73
Metropolitan,2012-2013,Graduate,PhD Mech and Industrial Engr,81
Metropolitan,2012-2013,Graduate,PhD Molecular Science,*
Metropolitan,2012-2013,Graduate,PhD Policy Studies,32
Metropolitan,2012-2013,Graduate,PhD Psychology,65
Metropolitan,2012-2013,Graduate,Phd Biomedical Physics,11
Metropolitan,2012-2013,Graduate,Phd Envir.App.Sci and Mgt,21
Metropolitan,2012-2013,Graduate,Phd Physics,0
Metropolitan,2012-2013,Graduate,Primary Hlth Care Nurs Prac,*
Metropolitan,2013-2014,Undergraduate,Accounting and Finance,282
Metropolitan,2013-2014,Undergraduate,Aerospace Engineering,0
Metropolitan,2013-2014,Undergraduate,Architectural Science,330
Metropolitan,2013-2014,Undergraduate,Arts Undeclared,0
Metropolitan,2013-2014,Undergraduate,Arts and Contemporary Studies,437
Metropolitan,2013-2014,Undergraduate,Bachelor of Arts,2246
Metropolitan,2013-2014,Undergraduate,Bachelor of Engineering,2461
Metropolitan,2013-2014,Undergraduate,Bachelor of Science,764
Metropolitan,2013-2014,Undergraduate,Biology,*
Metropolitan,2013-2014,Undergraduate,Biomedical Sciences,127
Metropolitan,2013-2014,Undergraduate,Bus. Mgt. Part-Time,*
Metropolitan,2013-2014,Undergraduate,Business Management,4972
Metropolitan,2013-2014,Undergraduate,Business Tech Mgt CAAT,11
Metropolitan,2013-2014,Undergraduate,Business Tech. Mgt. PT,32
Metropolitan,2013-2014,Undergraduate,Business Technology Mgt.,888
Metropolitan,2013-2014,Undergraduate,BusinessTech Mgt CAAT PT,0
Metropolitan,2013-2014,Undergraduate,Chemical Engineering Coop,*
Metropolitan,2013-2014,Undergraduate,Child and Youth Care,292
Metropolitan,2013-2014,Undergraduate,Child and Youth Care PT,*
Metropolitan,2013-2014,Undergraduate,Coll. Nursing Centennial,408
Metropolitan,2013-2014,Undergraduate,Coll. Nursing George Brown,433
Metropolitan,2013-2014,Undergraduate,Collaborative Nursing Ryerson,439
Metropolitan,2013-2014,Undergraduate,Computer Science,554
Metropolitan,2013-2014,Undergraduate,Computer Science Part-Time,0
Metropolitan,2013-2014,Undergraduate,Contemporary Science,*
Metropolitan,2013-2014,Undergraduate,Creative Industries,172
Metropolitan,2013-2014,Undergraduate,Criminal Justice,*
Metropolitan,2013-2014,Undergraduate,Criminology,0
Metropolitan,2013-2014,Undergraduate,Disability Studies Part-time,*
Metropolitan,2013-2014,Undergraduate,Early Childhood Studies,598
Metropolitan,2013-2014,Undergraduate,Early Childhood Studies CTPT,*
Metropolitan,2013-2014,Undergraduate,Electrical Engineering,*
Metropolitan,2013-2014,Undergraduate,Fashion Communication,298
Metropolitan,2013-2014,Undergraduate,Fashion Design,223
Metropolitan,2013-2014,Undergraduate,Financial Mathematics,27
Metropolitan,2013-2014,Undergraduate,Geographic Analysis,50
Metropolitan,2013-2014,Undergraduate,Graphic Communications Mgt.,321
Metropolitan,2013-2014,Undergraduate,Health Services Management PT,*
Metropolitan,2013-2014,Undergraduate,Hospitality & Tourism Mgt.,530
Metropolitan,2013-2014,Undergraduate,Image Arts-Film Studies,310
Metropolitan,2013-2014,Undergraduate,Image Arts-New Media,143
Metropolitan,2013-2014,Undergraduate,Image Arts-Photography Studies,241
Metropolitan,2013-2014,Undergraduate,Interior Design,329
Metropolitan,2013-2014,Undergraduate,Intern'l Economics & Finance,212
Metropolitan,2013-2014,Undergraduate,Journalism,473
Metropolitan,2013-2014,Undergraduate,Justice Studies Part-time,0
Metropolitan,2013-2014,Undergraduate,Math and Its Applications,38
Metropolitan,2013-2014,Undergraduate,Media Production,582
Metropolitan,2013-2014,Undergraduate,Medical Physics,0
Metropolitan,2013-2014,Undergraduate,Midwifery,58
Metropolitan,2013-2014,Undergraduate,Midwifery Part-time,13
Metropolitan,2013-2014,Undergraduate,Nursing Deg Completion PT,65
Metropolitan,2013-2014,Undergraduate,Nursing Degree Completion,74
Metropolitan,2013-2014,Undergraduate,Nutrition and Food,241
Metropolitan,2013-2014,Undergraduate,Occ & Pub Hlth for Grads - OHS,26
Metropolitan,2013-2014,Undergraduate,Occ & Pub Hlth for Grads - PHS,61
Metropolitan,2013-2014,Undergraduate,Occ & Public Health-OHS,148
Metropolitan,2013-2014,Undergraduate,Occ. & Public Health-PHS,189
Metropolitan,2013-2014,Undergraduate,Performance Acting,92
Metropolitan,2013-2014,Undergraduate,Performance Dance,117
Metropolitan,2013-2014,Undergraduate,Performance Production,227
Metropolitan,2013-2014,Undergraduate,Politics and Governance,*
Metropolitan,2013-2014,Undergraduate,Post Baccalaureate Midwifery,*
Metropolitan,2013-2014,Undergraduate,Professional Communication,67
Metropolitan,2013-2014,Undergraduate,Psychology,*
Metropolitan,2013-2014,Undergraduate,Public Admin and Governance,11
Metropolitan,2013-2014,Undergraduate,RTA New Media,41
Metropolitan,2013-2014,Undergraduate,Radio and Television,0
Metropolitan,2013-2014,Undergraduate,Retail Management,341
Metropolitan,2013-2014,Undergraduate,Retail Management Part-time,*
Metropolitan,2013-2014,Undergraduate,Social Work,542
Metropolitan,2013-2014,Undergraduate,Social Work Part-time,74
Metropolitan,2013-2014,Undergraduate,Sociology,*
Metropolitan,2013-2014,Undergraduate,Urban & Regional Plan DC,*
Metropolitan,2013-2014,Undergraduate,Urban & Regional Plan PB,37
Metropolitan,2013-2014,Undergraduate,Urban & Regional Planning,321
Metropolitan,2013-2014,Graduate,Digital Media,20
Metropolitan,2013-2014,Graduate,Envir. App.Sci.& Mgt.,46
Metropolitan,2013-2014,Graduate,MA Communication & Culture,31
Metropolitan,2013-2014,Graduate,MA Early Childhood Studies,24
Metropolitan,2013-2014,Graduate,MA Fashion,27
Metropolitan,2013-2014,Graduate,MA Immigration & Settlement,35
Metropolitan,2013-2014,Graduate,MA Int'l Economics & Finance,29
Metropolitan,2013-2014,Graduate,MA Literatures of Modernity,23
Metropolitan,2013-2014,Graduate,MA Media Production,17
Metropolitan,2013-2014,Graduate,MA Philosophy,28
Metropolitan,2013-2014,Graduate,MA Photo Pres and Coll. Mgt,43
Metropolitan,2013-2014,Graduate,MA Psychology,30
Metropolitan,2013-2014,Graduate,MA Public Policy & Admin,38
Metropolitan,2013-2014,Graduate,MASC Aerospace Engineering,25
Metropolitan,2013-2014,Graduate,MASc Building Science,20
Metropolitan,2013-2014,Graduate,MASc Chemical Engineering,10
Metropolitan,2013-2014,Graduate,MASc Civil Engineering,23
Metropolitan,2013-2014,Graduate,MASc Computer Networks,13
Metropolitan,2013-2014,Graduate,MASc Electrical & Computer Eng,53
Metropolitan,2013-2014,Graduate,MASc Mech and Industrial Engr,27
Metropolitan,2013-2014,Graduate,MBA Business Administration,70
Metropolitan,2013-2014,Graduate,MBA Business Administration PT,54
Metropolitan,2013-2014,Graduate,MBA Mgmt Technol and Innov PT,0
Metropolitan,2013-2014,Graduate,MBA Mgmt of Technol and Innov,18
Metropolitan,2013-2014,Graduate,MBSc Building Science,14
Metropolitan,2013-2014,Graduate,MENG Aerospace Engineering,26
Metropolitan,2013-2014,Graduate,MEng Chemical Engineering,10
Metropolitan,2013-2014,Graduate,MEng Civil Engineering,45
Metropolitan,2013-2014,Graduate,MEng Computer Networks,61
Metropolitan,2013-2014,Graduate,MEng Computer Networks PT,19
Metropolitan,2013-2014,Graduate,MEng Elec. & Computer Eng,55
Metropolitan,2013-2014,Graduate,MEng Mech and Industrial Engr,37
Metropolitan,2013-2014,Graduate,MFA Documentary Media,43
Metropolitan,2013-2014,Graduate,MHSc Nutrition Communication,19
Metropolitan,2013-2014,Graduate,MMSc Mgmt Technol and Innov PT,0
Metropolitan,2013-2014,Graduate,MMSc Mgmt of Technol and Innov,*
Metropolitan,2013-2014,Graduate,MN Nursing Full-Time,64
Metropolitan,2013-2014,Graduate,MN Nursing Part-Time,14
Metropolitan,2013-2014,Graduate,MPC Prof Communication,24
Metropolitan,2013-2014,Graduate,MPL Urban Development,61
Metropolitan,2013-2014,Graduate,MSA Spatial Analysis,22
Metropolitan,2013-2014,Graduate,MSc Applied Mathematics,19
Metropolitan,2013-2014,Graduate,MSc Biomedical Physics,24
Metropolitan,2013-2014,Graduate,MSc Molecular Science,38
Metropolitan,2013-2014,Graduate,Master of Architecture,59
Metropolitan,2013-2014,Graduate,Master of Journalism,54
Metropolitan,2013-2014,Graduate,Master of Science Computer Sci,60
Metropolitan,2013-2014,Graduate,Master of Social Work,42
Metropolitan,2013-2014,Graduate,PhD  Economics,15
Metropolitan,2013-2014,Graduate,PhD - Computer Science,17
Metropolitan,2013-2014,Graduate,PhD Aerospace Engineering,20
Metropolitan,2013-2014,Graduate,PhD Chemical Engineering,18
Metropolitan,2013-2014,Graduate,PhD Civil Engineering,42
Metropolitan,2013-2014,Graduate,PhD Communication & Culture,37
Metropolitan,2013-2014,Graduate,PhD Elec & Computer Eng,64
Metropolitan,2013-2014,Graduate,PhD Mech and Industrial Engr,83
Metropolitan,2013-2014,Graduate,PhD Molecular Science,12
Metropolitan,2013-2014,Graduate,PhD Policy Studies,36
Metropolitan,2013-2014,Graduate,PhD Psychology,71
Metropolitan,2013-2014,Graduate,Phd Biomedical Physics,15
Metropolitan,2013-2014,Graduate,Phd Envir.App.Sci and Mgt,25
Metropolitan,2013-2014,Graduate,Primary Hlth Care Nurs Prac,16
Metropolitan,2014-2015,Undergraduate,Accounting and Finance,484
Metropolitan,2014-2015,Undergraduate,Architectural Science,315
Metropolitan,2014-2015,Undergraduate,Arts Undeclared,*
Metropolitan,2014-2015,Undergraduate,Arts and Contemporary Studies,405
Metropolitan,2014-2015,Undergraduate,Bachelor of Arts,2397
Metropolitan,2014-2015,Undergraduate,Bachelor of Engineering,2741
Metropolitan,2014-2015,Undergraduate,Bachelor of Science,823
Metropolitan,2014-2015,Undergraduate,Biology,0
Metropolitan,2014-2015,Undergraduate,Biomedical Sciences,220
Metropolitan,2014-2015,Undergraduate,Bus. Mgt. Part-Time,*
Metropolitan,2014-2015,Undergraduate,Business Management,4914
Metropolitan,2014-2015,Undergraduate,Business Tech Mgt CAAT,22
Metropolitan,2014-2015,Undergraduate,Business Tech. Mgt. PT,45
Metropolitan,2014-2015,Undergraduate,Business Technology Mgt.,966
Metropolitan,2014-2015,Undergraduate,BusinessTech Mgt CAAT PT,0
Metropolitan,2014-2015,Undergraduate,Child and Youth Care,324
Metropolitan,2014-2015,Undergraduate,Coll. Nursing Centennial,590
Metropolitan,2014-2015,Undergraduate,Coll. Nursing George Brown,662
Metropolitan,2014-2015,Undergraduate,Collaborative Nursing Ryerson,691
Metropolitan,2014-2015,Undergraduate,Computer Engineering,0
Metropolitan,2014-2015,Undergraduate,Computer Science,878
Metropolitan,2014-2015,Undergraduate,Computer Science Part-Time,*
Metropolitan,2014-2015,Undergraduate,Creative Industries,274
Metropolitan,2014-2015,Undergraduate,Criminology,*
Metropolitan,2014-2015,Undergraduate,Disability Studies Part-time,*
Metropolitan,2014-2015,Undergraduate,Early Childhood Studies,607
Metropolitan,2014-2015,Undergraduate,Early Childhood Studies CTPT,*
Metropolitan,2014-2015,Undergraduate,Electrical Engineering,*
Metropolitan,2014-2015,Undergraduate,Engineering Special,*
Metropolitan,2014-2015,Undergraduate,Fashion Communication,290
Metropolitan,2014-2015,Undergraduate,Fashion Design,229
Metropolitan,2014-2015,Undergraduate,Financial Mathematics,49
Metropolitan,2014-2015,Undergraduate,Geographic Analysis,14
Metropolitan,2014-2015,Undergraduate,Graphic Communications Mgt.,470
Metropolitan,2014-2015,Undergraduate,Health Services Management PT,0
Metropolitan,2014-2015,Undergraduate,Hospitality & Tourism Mgt.,515
Metropolitan,2014-2015,Undergraduate,Image Arts-Film Studies,304
Metropolitan,2014-2015,Undergraduate,Image Arts-New Media,88
Metropolitan,2014-2015,Undergraduate,Image Arts-Photography Studies,267
Metropolitan,2014-2015,Undergraduate,Interior Design,326
Metropolitan,2014-2015,Undergraduate,Intern'l Economics & Finance,235
Metropolitan,2014-2015,Undergraduate,Journalism,493
Metropolitan,2014-2015,Undergraduate,Math and Its Applications,60
Metropolitan,2014-2015,Undergraduate,Mechanical Engineering,0
Metropolitan,2014-2015,Undergraduate,Media Production,592
Metropolitan,2014-2015,Undergraduate,Midwifery,56
Metropolitan,2014-2015,Undergraduate,Midwifery Part-time,20
Metropolitan,2014-2015,Undergraduate,Nursing Deg Completion PT,72
Metropolitan,2014-2015,Undergraduate,Nursing Degree Completion,57
Metropolitan,2014-2015,Undergraduate,Nutrition and Food,239
Metropolitan,2014-2015,Undergraduate,Occ & Pub Hlth for Grads - OHS,44
Metropolitan,2014-2015,Undergraduate,Occ & Pub Hlth for Grads - PHS,116
Metropolitan,2014-2015,Undergraduate,Occ & Public Health-OHS,170
Metropolitan,2014-2015,Undergraduate,Occ. & Public Health-PHS,223
Metropolitan,2014-2015,Undergraduate,Performance Acting,87
Metropolitan,2014-2015,Undergraduate,Performance Dance,119
Metropolitan,2014-2015,Undergraduate,Performance Production,198
Metropolitan,2014-2015,Undergraduate,Politics and Governance,*
Metropolitan,2014-2015,Undergraduate,Post Baccalaureate Midwifery,*
Metropolitan,2014-2015,Undergraduate,Professional Communication,125
Metropolitan,2014-2015,Undergraduate,Psychology,*
Metropolitan,2014-2015,Undergraduate,Public Admin and Governance,*
Metropolitan,2014-2015,Undergraduate,RT Sport Media,61
Metropolitan,2014-2015,Undergraduate,RTA New Media,108
Metropolitan,2014-2015,Undergraduate,Retail Management,351
Metropolitan,2014-2015,Undergraduate,Social Work,594
Metropolitan,2014-2015,Undergraduate,Social Work Part-time,58
Metropolitan,2014-2015,Undergraduate,Sociology,*
Metropolitan,2014-2015,Undergraduate,Urban & Regional Plan DC,*
Metropolitan,2014-2015,Undergraduate,Urban & Regional Plan PB,34
Metropolitan,2014-2015,Undergraduate,Urban & Regional Planning,337
Metropolitan,2014-2015,Graduate,Digital Media,0
Metropolitan,2014-2015,Graduate,Digital Media MDM,42
Metropolitan,2014-2015,Graduate,Envir. App.Sci.& Mgt.,45
Metropolitan,2014-2015,Graduate,MA Communication & Culture,28
Metropolitan,2014-2015,Graduate,MA Early Childhood Studies,24
Metropolitan,2014-2015,Graduate,MA Fashion,20
Metropolitan,2014-2015,Graduate,MA Film Photo Preserv Coll Mgt,0
Metropolitan,2014-2015,Graduate,MA Immigration & Settlement,35
Metropolitan,2014-2015,Graduate,MA Int'l Economics & Finance,23
Metropolitan,2014-2015,Graduate,MA Literatures of Modernity,20
Metropolitan,2014-2015,Graduate,MA Media Production,18
Metropolitan,2014-2015,Graduate,MA Philosophy,25
Metropolitan,2014-2015,Graduate,MA Photo Pres and Coll. Mgt,38
Metropolitan,2014-2015,Graduate,MA Psychology,33
Metropolitan,2014-2015,Graduate,MA Public Policy & Admin,41
Metropolitan,2014-2015,Graduate,MASC Aerospace Engineering,25
Metropolitan,2014-2015,Graduate,MASc Building Science,12
Metropolitan,2014-2015,Graduate,MASc Chemical Engineering,10
Metropolitan,2014-2015,Graduate,MASc Civil Engineering,27
Metropolitan,2014-2015,Graduate,MASc Computer Networks,13
Metropolitan,2014-2015,Graduate,MASc Electrical & Computer Eng,49
Metropolitan,2014-2015,Graduate,MASc Mech and Industrial Engr,27
Metropolitan,2014-2015,Graduate,MBA Business Administration,74
Metropolitan,2014-2015,Graduate,MBA Business Administration PT,60
Metropolitan,2014-2015,Graduate,MBA Mgmt Technol and Innov PT,30
Metropolitan,2014-2015,Graduate,MBA Mgmt of Technol and Innov,33
Metropolitan,2014-2015,Graduate,MBSc Building Science,27
Metropolitan,2014-2015,Graduate,MENG Aerospace Engineering,21
Metropolitan,2014-2015,Graduate,MEng Chemical Engineering,*
Metropolitan,2014-2015,Graduate,MEng Civil Engineering,40
Metropolitan,2014-2015,Graduate,MEng Computer Networks,72
Metropolitan,2014-2015,Graduate,MEng Computer Networks PT,13
Metropolitan,2014-2015,Graduate,MEng Elec. & Computer Eng,63
Metropolitan,2014-2015,Graduate,MEng Mech and Industrial Engr,26
Metropolitan,2014-2015,Graduate,MFA Documentary Media,42
Metropolitan,2014-2015,Graduate,MHSc Nutrition Communication,35
Metropolitan,2014-2015,Graduate,MMSc Mgmt Technol and Innov PT,*
Metropolitan,2014-2015,Graduate,MMSc Mgmt of Technol and Innov,*
Metropolitan,2014-2015,Graduate,MN Nursing Full-Time,59
Metropolitan,2014-2015,Graduate,MN Nursing Part-Time,18
Metropolitan,2014-2015,Graduate,MPC Prof Communication,22
Metropolitan,2014-2015,Graduate,MPL Urban Development,64
Metropolitan,2014-2015,Graduate,MSA Spatial Analysis,25
Metropolitan,2014-2015,Graduate,MSc Applied Mathematics,18
Metropolitan,2014-2015,Graduate,MSc Biomedical Physics,30
Metropolitan,2014-2015,Graduate,MSc Molecular Science,33
Metropolitan,2014-2015,Graduate,Master of Architecture,52
Metropolitan,2014-2015,Graduate,Master of Journalism,54
Metropolitan,2014-2015,Graduate,Master of Science Computer Sci,49
Metropolitan,2014-2015,Graduate,Master of Science in Mngmnt,0
Metropolitan,2014-2015,Graduate,Master of Social Work,47
Metropolitan,2014-2015,Graduate,PhD  Economics,18
Metropolitan,2014-2015,Graduate,PhD - Computer Science,21
Metropolitan,2014-2015,Graduate,PhD Aerospace Engineering,20
Metropolitan,2014-2015,Graduate,PhD Chemical Engineering,14
Metropolitan,2014-2015,Graduate,PhD Civil Engineering,35
Metropolitan,2014-2015,Graduate,PhD Communication & Culture,35
Metropolitan,2014-2015,Graduate,PhD Elec & Computer Eng,69
Metropolitan,2014-2015,Graduate,PhD Mech and Industrial Engr,82
Metropolitan,2014-2015,Graduate,PhD Molecular Science,18
Metropolitan,2014-2015,Graduate,PhD Policy Studies,38
Metropolitan,2014-2015,Graduate,PhD Psychology,68
Metropolitan,2014-2015,Graduate,Phd Biomedical Physics,18
Metropolitan,2014-2015,Graduate,Phd Envir.App.Sci and Mgt,28
Metropolitan,2014-2015,Graduate,Primary Hlth Care Nurs Prac,20
Metropolitan,2015-2016,Undergraduate,Accounting and Finance,697
Metropolitan,2015-2016,Undergraduate,Aerospace Engineering,*
Metropolitan,2015-2016,Undergraduate,Architectural Science,347
Metropolitan,2015-2016,Undergraduate,Arts Undeclared,0
Metropolitan,2015-2016,Undergraduate,Arts and Contemporary Studies,371
Metropolitan,2015-2016,Undergraduate,Bachelor of Arts,2727
Metropolitan,2015-2016,Undergraduate,Bachelor of Engineering,3041
Metropolitan,2015-2016,Undergraduate,Bachelor of Science,813
Metropolitan,2015-2016,Undergraduate,Biomedical Sciences,299
Metropolitan,2015-2016,Undergraduate,Bus. Mgt. Part-Time,*
Metropolitan,2015-2016,Undergraduate,Business Management,4970
Metropolitan,2015-2016,Undergraduate,Business Tech Mgt CAAT,20
Metropolitan,2015-2016,Undergraduate,Business Tech. Mgt. PT,33
Metropolitan,2015-2016,Undergraduate,Business Technology Mgt.,996
Metropolitan,2015-2016,Undergraduate,BusinessTech Mgt CAAT PT,*
Metropolitan,2015-2016,Undergraduate,Child and Youth Care,358
Metropolitan,2015-2016,Undergraduate,Child and Youth Care PT,*
Metropolitan,2015-2016,Undergraduate,Coll. Nursing Centennial,596
Metropolitan,2015-2016,Undergraduate,Coll. Nursing George Brown,670
Metropolitan,2015-2016,Undergraduate,Collaborative Nursing Ryerson,712
Metropolitan,2015-2016,Undergraduate,Computer Science,996
Metropolitan,2015-2016,Undergraduate,Computer Science Part-Time,10
Metropolitan,2015-2016,Undergraduate,Creative Industries,415
Metropolitan,2015-2016,Undergraduate,Criminology,*
Metropolitan,2015-2016,Undergraduate,Disability Studies Part-time,*
Metropolitan,2015-2016,Undergraduate,Early Childhood Studies,592
